product_id,date,category,competitor_price,our_price,demand_index,stock_level,margin,optimal_price
0,2024-03-25,электроника,2103.72,2072.42,98,424,0.245,2234.49
0,2024-03-26,электроника,2144.79,2241.71,88,723,0.372,2240.48
0,2024-03-27,электроника,2020.94,1955.21,110,67,0.322,2277.72
0,2024-03-28,электроника,2025.43,2067.89,110,944,0.324,2278.05
0,2024-03-29,электроника,2150.38,2156.2,86,833,0.259,2211.33
0,2024-03-30,электроника,2047.75,2136.84,99,694,0.391,2268.69
1,2024-01-01,электроника,688.39,694.32,95,56,0.289,710.8
1,2024-01-02,электроника,716.19,707.2,116,382,0.309,726.78
1,2024-01-03,электроника,772.33,757.71,89,417,0.286,706.44
1,2024-01-04,электроника,714.18,696.69,93,99,0.216,704.39
1,2024-01-05,электроника,719.54,701.31,85,932,0.309,705.29
1,2024-01-06,электроника,727.57,687.74,104,733,0.281,716.49
1,2024-01-07,электроника,737.81,729.41,111,930,0.225,717.51
1,2024-01-08,электроника,703.2,727.76,90,233,0.396,714.74
1,2024-01-09,электроника,810.9,796.78,96,698,0.351,715.84
1,2024-01-10,электроника,747.23,696.15,90,394,0.104,694.5
1,2024-01-11,электроника,761.93,751.84,108,780,0.267,718.28
1,2024-01-12,электроника,753.63,744.25,99,87,0.162,704.74
1,2024-01-13,электроника,705.57,686.07,104,497,0.285,716.81
1,2024-01-14,электроника,713.5,696.26,96,163,0.249,708.76
1,2024-01-15,электроника,752.93,751.02,101,245,0.268,713.54
1,2024-01-16,электроника,674.46,669.27,113,633,0.244,720.18
1,2024-01-17,электроника,728.27,720.15,107,112,0.141,708.86
1,2024-01-18,электроника,684.21,648.17,121,868,0.127,717.64
1,2024-01-19,электроника,665.92,701.71,107,551,0.287,718.98
1,2024-01-20,электроника,639.03,603.56,112,993,0.114,710.45
1,2024-01-21,электроника,581.23,606.34,116,980,0.123,713.85
1,2024-01-22,электроника,580.59,557.65,124,705,0.223,726.4
1,2024-01-23,электроника,626.69,649.06,107,60,0.112,706.87
1,2024-01-24,электроника,637.43,626.39,101,838,0.11,702.52
1,2024-01-25,электроника,686.61,736.21,101,954,0.251,712.34
1,2024-01-26,электроника,624.13,622.01,110,258,0.244,718.12
1,2024-01-27,электроника,646.88,687.98,97,346,0.183,704.85
1,2024-01-28,электроника,616.64,629.43,116,262,0.396,732.81
1,2024-01-29,электроника,693.74,695.18,107,87,0.239,715.65
1,2024-01-30,электроника,652.7,670.43,93,632,0.353,713.89
1,2024-01-31,электроника,681.79,700.57,90,640,0.213,702.08
1,2024-02-01,электроника,700.78,687.32,90,821,0.17,699.08
1,2024-02-02,электроника,710.31,666.36,117,155,0.126,714.77
1,2024-02-03,электроника,689.63,739.08,103,785,0.276,715.46
1,2024-02-04,электроника,676.13,698.36,106,329,0.271,717.21
1,2024-02-05,электроника,744.3,715.17,102,671,0.168,707.24
1,2024-02-06,электроника,753.09,705.64,106,856,0.345,722.34
1,2024-02-07,электроника,768.3,753.22,86,956,0.346,708.54
1,2024-02-08,электроника,773.19,810.32,95,654,0.156,701.59
1,2024-02-09,электроника,757.27,741.37,75,234,0.321,699.14
1,2024-02-10,электроника,818.45,823.99,79,903,0.146,689.8
1,2024-02-11,электроника,750.62,808.59,67,682,0.211,685.94
1,2024-02-12,электроника,806.77,766.27,75,177,0.343,700.67
1,2024-02-13,электроника,730.43,747.83,80,794,0.135,689.71
1,2024-02-14,электроника,791.61,779.02,85,590,0.349,708.05
1,2024-02-15,электроника,699.76,703.29,99,597,0.214,708.37
1,2024-02-16,электроника,686.16,693.51,105,837,0.149,708.04
1,2024-02-17,электроника,690.15,698.37,95,388,0.29,710.89
1,2024-02-18,электроника,643.9,656.57,122,849,0.232,725.58
1,2024-02-19,электроника,671.26,657.17,83,431,0.262,700.6
1,2024-02-20,электроника,703.45,670.56,91,971,0.263,706.23
1,2024-02-21,электроника,572.19,577.1,124,956,0.229,726.81
1,2024-02-22,электроника,667.34,649.0,97,632,0.286,711.99
1,2024-02-23,электроника,642.97,663.09,105,429,0.399,725.41
1,2024-02-24,электроника,656.94,677.97,97,205,0.271,710.95
1,2024-02-25,электроника,647.56,657.54,108,874,0.131,708.86
1,2024-02-26,электроника,564.71,578.78,139,24,0.339,744.84
1,2024-02-27,электроника,621.01,612.11,106,853,0.332,721.4
1,2024-02-28,электроника,666.93,664.12,121,292,0.204,722.94
1,2024-02-29,электроника,697.73,660.69,119,824,0.186,720.35
1,2024-03-01,электроника,720.67,725.1,104,692,0.38,723.35
1,2024-03-02,электроника,676.15,713.26,103,897,0.107,703.72
1,2024-03-03,электроника,764.28,778.29,81,60,0.321,703.31
1,2024-03-04,электроника,728.66,708.05,96,414,0.15,701.83
1,2024-03-05,электроника,760.35,752.24,79,380,0.277,698.9
1,2024-03-06,электроника,716.18,703.93,97,146,0.162,703.36
1,2024-03-07,электроника,776.74,804.21,82,611,0.376,707.82
1,2024-03-08,электроника,730.37,703.51,85,427,0.376,709.88
1,2024-03-09,электроника,747.87,749.59,90,34,0.25,704.6
1,2024-03-10,электроника,771.11,787.86,84,186,0.334,706.31
1,2024-03-11,электроника,722.86,707.85,98,858,0.388,719.79
1,2024-03-12,электроника,694.27,688.67,89,485,0.261,704.67
1,2024-03-13,электроника,714.95,695.99,91,444,0.163,699.29
1,2024-03-14,электроника,666.5,664.11,105,294,0.287,717.65
1,2024-03-15,электроника,746.35,738.14,77,380,0.236,694.64
1,2024-03-16,электроника,718.55,663.34,115,123,0.249,721.93
1,2024-03-17,электроника,667.41,672.37,97,652,0.212,706.85
1,2024-03-18,электроника,658.29,675.65,89,389,0.34,710.2
1,2024-03-19,электроника,644.5,665.83,87,992,0.302,706.13
1,2024-03-20,электроника,654.47,643.54,112,618,0.267,721.09
1,2024-03-21,электроника,664.02,677.0,102,823,0.349,719.84
1,2024-03-22,электроника,630.33,664.62,94,478,0.222,705.46
1,2024-03-23,электроника,604.23,598.88,127,94,0.108,720.46
1,2024-03-24,электроника,651.9,658.69,92,709,0.311,710.27
1,2024-03-25,электроника,636.08,651.66,116,716,0.277,724.56
1,2024-03-26,электроника,616.48,632.24,94,943,0.332,713.11
1,2024-03-27,электроника,675.59,668.08,100,167,0.246,711.31
1,2024-03-28,электроника,662.35,664.73,105,730,0.245,714.73
1,2024-03-29,электроника,725.04,726.87,87,210,0.142,695.04
1,2024-03-30,электроника,736.04,709.21,98,736,0.305,714.0
2,2024-01-01,электроника,4199.9,4371.22,94,387,0.316,4309.21
2,2024-01-02,электроника,4146.29,4033.0,94,740,0.279,4293.74
2,2024-01-03,электроника,4722.41,4850.27,66,643,0.227,4153.99
2,2024-01-04,электроника,4179.78,4226.62,98,714,0.125,4245.68
2,2024-01-05,электроника,4212.54,4285.77,82,521,0.375,4283.41
2,2024-01-06,электроника,4397.76,4492.05,108,319,0.243,4337.26
2,2024-01-07,электроника,4704.86,4728.16,78,557,0.262,4219.25
2,2024-01-08,электроника,4766.61,4802.35,82,858,0.249,4230.58
2,2024-01-09,электроника,4264.54,4388.97,92,722,0.205,4254.34
2,2024-01-10,электроника,4652.17,4860.78,77,625,0.23,4201.82
2,2024-01-11,электроника,4714.18,4643.29,95,487,0.102,4223.3
2,2024-01-12,электроника,4718.18,4679.39,82,964,0.375,4283.64
2,2024-01-13,электроника,4171.42,4142.9,112,785,0.292,4374.6
2,2024-01-14,электроника,4397.65,4499.09,102,985,0.355,4359.09
2,2024-01-15,электроника,4274.24,4064.88,107,928,0.267,4343.11
2,2024-01-16,электроника,4245.26,3999.15,102,344,0.309,4339.96
2,2024-01-17,электроника,4208.1,4181.22,111,944,0.237,4347.23
2,2024-01-18,электроника,4013.84,4290.02,101,535,0.279,4323.0
2,2024-01-19,электроника,3863.38,3824.41,111,945,0.232,4345.45
2,2024-01-20,электроника,3788.81,3970.85,86,897,0.262,4252.82
2,2024-01-21,электроника,3701.08,3832.62,117,435,0.363,4425.57
2,2024-01-22,электроника,3861.49,3723.58,87,555,0.106,4191.7
2,2024-01-23,электроника,3801.05,3935.36,101,254,0.244,4308.32
2,2024-01-24,электроника,4079.84,3877.48,113,386,0.33,4395.1
2,2024-01-25,электроника,3448.71,3227.04,114,12,0.24,4361.37
2,2024-01-26,электроника,4004.49,4103.59,97,155,0.17,4260.48
2,2024-01-27,электроника,3882.1,3911.62,122,149,0.387,4456.63
2,2024-01-28,электроника,3744.93,3663.18,120,389,0.225,4380.31
2,2024-01-29,электроника,4515.96,4432.28,106,502,0.136,4284.02
2,2024-01-30,электроника,4454.84,4438.67,89,946,0.156,4220.93
2,2024-01-31,электроника,4067.72,4217.6,113,71,0.399,4423.85
2,2024-02-01,электроника,4169.08,4158.1,110,790,0.167,4313.87
2,2024-02-02,электроника,4867.76,4985.98,72,626,0.217,4175.3
2,2024-02-03,электроника,4483.19,4460.38,76,204,0.387,4263.26
2,2024-02-04,электроника,4573.92,4616.08,96,964,0.184,4262.31
2,2024-02-05,электроника,4987.81,4958.13,83,923,0.124,4182.43
2,2024-02-06,электроника,4747.18,4613.47,55,358,0.372,4168.84
2,2024-02-07,электроника,4436.67,4671.75,97,49,0.27,4302.35
2,2024-02-08,электроника,4742.16,4696.87,94,362,0.147,4238.27
2,2024-02-09,электроника,4834.14,4775.59,76,566,0.309,4230.72
2,2024-02-10,электроника,4777.37,4970.44,75,756,0.388,4259.78
2,2024-02-11,электроника,4614.83,4745.94,86,435,0.139,4201.06
2,2024-02-12,электроника,4702.06,4599.08,94,727,0.327,4313.81
2,2024-02-13,электроника,4289.89,4191.31,94,534,0.285,4296.2
2,2024-02-14,электроника,4294.16,4305.5,105,865,0.346,4367.85
2,2024-02-15,электроника,3917.97,3868.69,101,464,0.262,4316.07
2,2024-02-16,электроника,4094.25,4129.42,107,998,0.337,4372.48
2,2024-02-17,электроника,4069.93,4135.31,95,333,0.19,4260.57
2,2024-02-18,электроника,3878.41,3900.42,89,483,0.122,4206.84
2,2024-02-19,электроника,4092.12,4018.18,123,772,0.139,4356.68
2,2024-02-20,электроника,4166.64,4158.36,95,439,0.241,4281.69
2,2024-02-21,электроника,4197.22,4208.44,111,806,0.308,4377.3
2,2024-02-22,электроника,4019.45,4184.64,98,30,0.373,4349.88
2,2024-02-23,электроника,3542.81,3499.49,132,516,0.223,4429.69
2,2024-02-24,электроника,3751.35,3795.73,97,280,0.241,4290.47
2,2024-02-25,электроника,4141.06,3987.82,106,994,0.361,4378.34
2,2024-02-26,электроника,4038.06,4129.14,106,396,0.339,4369.29
2,2024-02-27,электроника,4082.29,4147.06,98,387,0.285,4312.97
2,2024-02-28,электроника,4011.88,4193.41,93,687,0.168,4242.66
2,2024-02-29,электроника,4492.61,4548.66,81,510,0.181,4197.72
2,2024-03-01,электроника,4068.31,4193.82,97,283,0.304,4316.81
2,2024-03-02,электроника,4283.65,4325.06,96,175,0.187,4263.6
2,2024-03-03,электроника,4537.61,4591.23,81,410,0.131,4176.77
2,2024-03-04,электроника,4438.57,4397.81,95,319,0.285,4300.55
2,2024-03-05,электроника,4624.14,4848.71,75,982,0.125,4149.0
2,2024-03-06,электроника,4573.41,4514.03,103,112,0.14,4272.98
2,2024-03-07,электроника,4978.89,5059.66,73,896,0.301,4214.7
2,2024-03-08,электроника,4739.78,4766.32,95,82,0.116,4229.19
2,2024-03-09,электроника,5000.15,5045.27,83,327,0.335,4270.97
2,2024-03-10,электроника,4744.38,4702.11,112,468,0.368,4406.85
2,2024-03-11,электроника,4842.26,4867.17,104,818,0.149,4281.12
2,2024-03-12,электроника,4369.08,4581.56,86,21,0.174,4215.97
2,2024-03-13,электроника,4231.88,4165.16,107,316,0.149,4293.43
2,2024-03-14,электроника,4609.77,4673.55,68,68,0.295,4191.16
2,2024-03-15,электроника,4417.87,4288.95,95,871,0.388,4343.74
2,2024-03-16,электроника,3851.09,3993.68,102,814,0.204,4295.65
2,2024-03-17,электроника,3786.16,4038.48,102,587,0.279,4327.39
2,2024-03-18,электроника,4404.85,4480.45,104,764,0.278,4335.12
2,2024-03-19,электроника,4264.86,4438.81,88,529,0.222,4244.31
2,2024-03-20,электроника,3972.54,4181.77,113,535,0.391,4420.71
2,2024-03-21,электроника,3905.78,3869.04,91,837,0.222,4256.88
2,2024-03-22,электроника,3791.44,3985.84,123,93,0.278,4415.02
2,2024-03-23,электроника,3707.62,3566.49,102,433,0.28,4327.51
2,2024-03-24,электроника,4027.63,3850.37,102,296,0.171,4281.8
2,2024-03-25,электроника,3361.88,3393.91,116,285,0.276,4384.97
2,2024-03-26,электроника,4096.93,3933.51,91,116,0.321,4298.65
2,2024-03-27,электроника,3821.82,4083.59,106,165,0.359,4377.79
2,2024-03-28,электроника,4045.01,4244.67,122,925,0.181,4370.08
2,2024-03-29,электроника,4040.9,3954.23,104,766,0.127,4271.61
2,2024-03-30,электроника,3896.85,3920.91,97,21,0.145,4249.74
3,2024-01-01,аксессуары,5166.16,5217.51,104,187,0.203,5059.77
3,2024-01-02,аксессуары,4327.19,4169.28,116,647,0.192,5113.9
3,2024-01-03,аксессуары,4908.96,5004.44,101,361,0.17,5028.93
3,2024-01-04,аксессуары,5069.47,5054.23,97,987,0.285,5065.98
3,2024-01-05,аксессуары,5356.61,5512.31,99,156,0.382,5123.73
3,2024-01-06,аксессуары,5660.82,5735.8,93,370,0.132,4970.45
3,2024-01-07,аксессуары,5657.9,5620.5,89,498,0.133,4951.07
3,2024-01-08,аксессуары,5785.59,5966.86,86,653,0.3,5019.01
3,2024-01-09,аксессуары,5578.67,5682.58,81,340,0.213,4951.05
3,2024-01-10,аксессуары,5749.43,5894.6,67,734,0.197,4874.32
3,2024-01-11,аксессуары,5051.98,4808.38,93,482,0.279,5043.05
3,2024-01-12,аксессуары,5690.41,5371.61,108,111,0.122,5039.6
3,2024-01-13,аксессуары,5635.76,5785.41,76,12,0.263,4951.05
3,2024-01-14,аксессуары,5697.09,5455.43,91,749,0.282,5034.86
3,2024-01-15,аксессуары,5210.49,5295.77,90,724,0.214,4996.16
3,2024-01-16,аксессуары,5036.68,5022.32,84,796,0.13,4925.23
3,2024-01-17,аксессуары,4418.98,4404.41,100,760,0.26,5068.11
3,2024-01-18,аксессуары,4466.34,4343.49,113,679,0.315,5159.58
3,2024-01-19,аксессуары,4500.46,4265.31,112,360,0.358,5175.87
3,2024-01-20,аксессуары,4533.41,4453.33,114,968,0.132,5074.23
3,2024-01-21,аксессуары,4118.58,4183.85,115,784,0.345,5184.22
3,2024-01-22,аксессуары,4606.49,4677.18,82,568,0.385,5041.31
3,2024-01-23,аксессуары,4746.47,4803.37,99,530,0.294,5080.12
3,2024-01-24,аксессуары,4547.65,4479.04,98,691,0.37,5112.73
3,2024-01-25,аксессуары,4162.81,4060.12,110,540,0.355,5164.77
3,2024-01-26,аксессуары,4733.07,4885.54,106,924,0.287,5111.33
3,2024-01-27,аксессуары,5121.72,4938.28,105,235,0.242,5084.01
3,2024-01-28,аксессуары,4467.96,4273.55,114,814,0.293,5153.53
3,2024-01-29,аксессуары,4976.98,5304.57,87,518,0.118,4933.68
3,2024-01-30,аксессуары,4498.8,4434.36,103,272,0.309,5107.07
3,2024-01-31,аксессуары,4585.25,4301.74,122,289,0.139,5116.94
3,2024-02-01,аксессуары,5315.23,5360.09,86,563,0.372,5054.27
3,2024-02-02,аксессуары,4955.85,5084.5,108,82,0.197,5076.67
3,2024-02-03,аксессуары,5653.96,5557.74,75,717,0.233,4931.3
3,2024-02-04,аксессуары,5428.8,5571.87,89,785,0.364,5065.32
3,2024-02-05,аксессуары,5218.98,5287.54,114,390,0.237,5126.1
3,2024-02-06,аксессуары,5039.26,4842.21,101,125,0.118,5003.09
3,2024-02-07,аксессуары,5459.12,5541.86,88,854,0.29,5024.05
3,2024-02-08,аксессуары,5264.15,5341.62,76,64,0.327,4982.74
3,2024-02-09,аксессуары,4959.65,5154.38,83,989,0.242,4975.63
3,2024-02-10,аксессуары,5142.09,5100.27,105,330,0.353,5138.72
3,2024-02-11,аксессуары,5495.66,5839.38,85,987,0.336,5031.9
3,2024-02-12,аксессуары,5303.81,5452.29,77,518,0.111,4880.98
3,2024-02-13,аксессуары,5146.9,4988.24,90,587,0.214,4996.28
3,2024-02-14,аксессуары,4741.13,4634.63,119,711,0.234,5149.36
3,2024-02-15,аксессуары,4949.51,5007.09,123,428,0.336,5219.37
3,2024-02-16,аксессуары,5254.47,5535.01,88,570,0.135,4947.2
3,2024-02-17,аксессуары,4129.2,4064.21,129,225,0.26,5211.4
3,2024-02-18,аксессуары,4475.83,4540.14,113,408,0.221,5113.17
3,2024-02-19,аксессуары,4443.71,4523.21,99,475,0.387,5126.16
3,2024-02-20,аксессуары,4687.96,4705.78,97,298,0.377,5111.16
3,2024-02-21,аксессуары,5119.42,5484.71,85,831,0.349,5038.04
3,2024-02-22,аксессуары,4519.42,4502.29,113,491,0.12,5063.55
3,2024-02-23,аксессуары,4695.01,4703.4,110,809,0.137,5056.72
3,2024-02-24,аксессуары,4632.43,4653.48,102,456,0.292,5094.08
3,2024-02-25,аксессуары,4668.29,4748.33,91,69,0.209,4998.84
3,2024-02-26,аксессуары,4855.29,4556.59,102,391,0.398,5146.55
3,2024-02-27,аксессуары,4500.89,4522.92,105,466,0.229,5077.71
3,2024-02-28,аксессуары,4563.77,4690.39,110,618,0.253,5114.13
3,2024-02-29,аксессуары,4609.3,4381.92,120,829,0.297,5185.21
3,2024-03-01,аксессуары,5056.07,5164.27,91,777,0.158,4973.62
3,2024-03-02,аксессуары,5370.32,5196.91,76,535,0.153,4896.89
3,2024-03-03,аксессуары,5244.05,5228.96,88,414,0.106,4932.8
3,2024-03-04,аксессуары,5134.01,5261.92,85,835,0.157,4943.25
3,2024-03-05,аксессуары,4928.36,5081.44,101,702,0.34,5112.96
3,2024-03-06,аксессуары,5633.45,5631.18,91,506,0.264,5025.98
3,2024-03-07,аксессуары,5705.19,5681.69,84,717,0.359,5038.33
3,2024-03-08,аксессуары,5200.6,5309.13,80,236,0.213,4946.14
3,2024-03-09,аксессуары,5215.04,4877.69,104,114,0.131,5024.13
3,2024-03-10,аксессуары,5460.79,5529.71,89,139,0.231,4999.75
3,2024-03-11,аксессуары,5535.08,5462.77,110,811,0.216,5095.89
3,2024-03-12,аксессуары,5157.33,4933.64,97,922,0.12,4984.29
3,2024-03-13,аксессуары,4935.95,4945.24,100,110,0.114,4996.32
3,2024-03-14,аксессуары,5566.11,5728.1,89,492,0.104,4936.69
3,2024-03-15,аксессуары,4709.81,4565.82,119,400,0.335,5199.25
3,2024-03-16,аксессуары,4777.59,4618.03,88,782,0.298,5027.81
3,2024-03-17,аксессуары,4644.05,4774.41,109,971,0.3,5132.59
3,2024-03-18,аксессуары,5062.76,5031.44,96,226,0.259,5048.06
3,2024-03-19,аксессуары,4490.54,4628.04,106,702,0.376,5155.26
3,2024-03-20,аксессуары,4639.07,4989.35,103,235,0.138,5023.04
3,2024-03-21,аксессуары,4649.56,4618.39,100,836,0.265,5070.75
3,2024-03-22,аксессуары,4153.56,3988.4,115,423,0.378,5200.9
3,2024-03-23,аксессуары,4437.23,4739.99,91,48,0.354,5070.22
3,2024-03-24,аксессуары,4729.01,4704.25,107,406,0.166,5056.57
3,2024-03-25,аксессуары,4150.53,4185.23,113,671,0.395,5199.37
3,2024-03-26,аксессуары,4422.01,4408.03,109,472,0.128,5047.31
3,2024-03-27,аксессуары,4569.43,4648.92,101,287,0.263,5074.53
3,2024-03-28,аксессуары,4417.27,4452.95,135,712,0.132,5177.83
3,2024-03-29,аксессуары,4986.39,5016.77,86,195,0.103,4921.46
3,2024-03-30,аксессуары,4779.61,4902.38,91,458,0.183,4985.96
4,2024-01-01,бытовая техника,1284.0,1328.4,110,740,0.156,1407.99
4,2024-01-02,бытовая техника,1441.41,1490.69,85,509,0.257,1387.52
4,2024-01-03,бытовая техника,1444.48,1454.22,102,29,0.198,1402.73
4,2024-01-04,бытовая техника,1508.24,1489.54,83,833,0.251,1383.86
4,2024-01-05,бытовая техника,1455.07,1416.29,108,236,0.141,1403.18
4,2024-01-06,бытовая техника,1534.17,1517.94,85,950,0.128,1369.76
4,2024-01-07,бытовая техника,1465.47,1570.83,79,345,0.168,1366.98
4,2024-01-08,бытовая техника,1521.99,1511.93,90,545,0.303,1400.65
4,2024-01-09,бытовая техника,1466.43,1500.53,90,887,0.145,1378.93
4,2024-01-10,бытовая техника,1593.44,1637.4,89,323,0.312,1400.56
4,2024-01-11,бытовая техника,1497.75,1558.6,75,192,0.321,1382.49
4,2024-01-12,бытовая техника,1461.52,1435.23,82,122,0.279,1386.45
4,2024-01-13,бытовая техника,1466.51,1490.27,110,761,0.153,1407.59
4,2024-01-14,бытовая техника,1354.73,1389.74,107,611,0.276,1420.34
4,2024-01-15,бытовая техника,1367.78,1321.67,105,886,0.335,1425.61
4,2024-01-16,бытовая техника,1251.41,1227.38,97,841,0.156,1390.07
4,2024-01-17,бытовая техника,1331.06,1388.33,87,269,0.115,1370.73
4,2024-01-18,бытовая техника,1313.41,1302.12,95,605,0.297,1406.71
4,2024-01-19,бытовая техника,1285.23,1276.84,98,229,0.336,1416.19
4,2024-01-20,бытовая техника,1214.02,1211.28,114,627,0.353,1440.53
4,2024-01-21,бытовая техника,1204.63,1184.69,124,542,0.26,1441.39
4,2024-01-22,бытовая техника,1381.8,1309.2,94,648,0.171,1388.04
4,2024-01-23,бытовая техника,1260.38,1329.97,114,897,0.178,1416.45
4,2024-01-24,бытовая техника,1210.39,1243.1,96,739,0.157,1388.9
4,2024-01-25,бытовая техника,1155.08,1110.87,113,336,0.305,1432.53
4,2024-01-26,бытовая техника,1365.74,1381.16,99,582,0.358,1420.57
4,2024-01-27,бытовая техника,1250.49,1256.76,112,975,0.168,1412.31
